@relation 'Twitter Sentiment Analysis Sanders Dataset. More info at: http://sananalytics.com/lab/twitter-sentiment/'

@attribute content string
@attribute topic string
@attribute Class {positive,neutral,negative}

@data
'#Microsoft #Cloud windows+server - RT @WesleyBackelant: Announcing the Microsoft ...: WindowsAzure : @Wesle... http://t.co/NaPViOT8 #TCN',microsoft,neutral
'#Microsoft #Cloud Oracle Windows Garner Different Views over Multitenant Cloud ...: Microsoft\'s cloud appr... http://t.co/lVzJNRPs #TCN',microsoft,neutral
'#Microsoft #Cloud Getting Started with Microsoft\'s Windows Azure Cloud: The Lay of ...: Good tools integrat... http://t.co/2luPCfho #TCN',microsoft,neutral
'ADP: Manager R&amp;D - Microsoft ( #Houston  TX) http://t.co/hfzouHFo #Microsoft #Jobs #Job #TweetMyJOBS',microsoft,neutral
'How to use search folders to organise your emails in #Microsoft #Outlook - http://t.co/NuMm5N3U',microsoft,neutral
'RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/csUC7hVH #wp7 #xbox #microsoft',microsoft,neutral
'Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft',microsoft,neutral
'#stage #Toulouse #Microsoft #net #SuperBo????te #Win8 #geeks = http://t.co/7UHSLQII (Please RT ;)',microsoft,neutral
'Good dev opportunities at #Microsoft UX Tour Helsinki Finland http://t.co/hCKJXz4K',microsoft,positive
'#Silver &amp;#GOLD #Apple tumbles no matter how many sold #Microsoft buys them 4 a nice price so get in there show #justsayin #Droid rules inend',microsoft,neutral
'I\'ve seen a couple of iPhone 4S\'s already but still no Windows Phone 7\'s ... ever! #Microsoft not so hot.',microsoft,negative
'#Microsoft licensing process is annoying !!!',microsoft,negative
'#Microsoft shows \'touch screen\' for any surface http://t.co/sNaPW5tl',microsoft,neutral
'#Microsoft Community Blogs The 7/365 Review - The Cloud\'s Impact on Business http://t.co/gPB2MjFW',microsoft,neutral
'It baffles me that Steve Ballmer can be a CEO of a company let alone a giant like #Microsoft - The guys a moron.',microsoft,negative
'#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/6PHh3Jb6',microsoft,negative
'@nand_krish007 #Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI',microsoft,neutral
'I gave @RyannosaurusRex +K about Microsoft Windows on @klout http://t.co/Y33v8wVr #klout #microsoft #windows',microsoft,neutral
'#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI',microsoft,negative
'#Microsoft\'s Steve Ballmer attacks #Android phones: http://t.co/x2YmWESs',microsoft,neutral
'Is the sound of compliments that soundmore like obituaries #microsoft',microsoft,negative
'why do i have to be certified for #microsoft?! dumb',microsoft,negative
'See how you can save 40\% on dozens of #Microsoft #certification practice exams http://t.co/KojQrE1q via @EricLigman',microsoft,neutral
'RT @elearnnet: #microsoft #edu Microsoft\'s Kinect brings \'playful learning\' to the Xbox 360 - The Guardian http://t.co/MW22MJOG',microsoft,neutral
'Changing the past and organizing the future with #Microsoft http://t.co/bYYFhtpZ',microsoft,neutral
'#Nokia co-operation with #Microsoft listed as the 4th riskiest business move of the year: http://t.co/IYo86gVj',microsoft,negative
'RT @HealthVault: Learn how to create and use your emergency profile on #Microsoft #HealthVault - #PHR #healthit - Step by step #Docs http://t.co/ngPQ56iC',microsoft,neutral
'#microsoft #edu Microsoft\'s Kinect brings \'playful learning\' to the Xbox 360 - The Guardian http://t.co/MW22MJOG',microsoft,neutral
'#microsoft #edu UD School Board seats up for grabs - Delaware County Daily Times http://t.co/YCXCo5kK',microsoft,neutral
'#OmniTouch Projector (which is supported by #Microsoft ) Turns Anything Into a Touchscreen http://t.co/9yt5Y9Ab arac????l????????????yla @geekosystem',microsoft,neutral
'[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/EOrOSstX',microsoft,negative
'#microsoft still didn\'t managed access to #metro apps on &quot;older&quot; netbooks. #win8 #resolution',microsoft,negative
'2 hours south of Richmond VA --&gt; #Microsoft Builds Two-Headed Data Center in Feds???????? Backyard http://t.co/aWwVVoDR #cloud #tech',microsoft,neutral
'#Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/yRcKQeIs',microsoft,negative
'#SteveBallmer just called me a &quot;Computer Scientist&quot; :) http://t.co/u1zmU9Ih #Microsoft #Android',microsoft,neutral
'RT @AppSense: ???????@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/gyGE5SCa???????',microsoft,neutral
'RT @AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/fCXdU7mA',microsoft,neutral
'[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/ItdkLRry',microsoft,negative
'Can you add multiple queues to the workspace in MS CRM Online 2011? ..and how? #microsoft #crm #queues #customerservice',microsoft,neutral
'Infosys has tied up with Microsoft to provide cloud-based offerings to clients... http://t.co/zwqwpdQ4 #cloud #infosys #microsoft #technews',microsoft,neutral
'@edbott you have sugar-coated the FSF secure boot reaction. This is blatant anti-#Microsoft propaganda.',microsoft,positive
'#Microsoft details #Windows8\'s new Start Screen Search http://t.co/Z6X5rE5q',microsoft,neutral
'#Google #Mobile Boss Andy Rubin on #Apple #Microsoft and Tablets Live at AsiaD - Ina Fried - #Mobile - AllThingsD http://t.co/S0jkqPwn',microsoft,neutral
'RT @MichaelKroker: Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week #Microsoft may make their own - http://t.co/KnmpXSW0',microsoft,neutral
'Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week #Microsoft may make their own - http://t.co/KnmpXSW0',microsoft,neutral
'Streaming News 24/7 at http://t.co/qAXtqpdN - Ballmer feels lucky #Microsoft didn\'t buy #Yahoo in 2008 http://t.co/OUsKwj8a',microsoft,neutral
'Nokia employees still worried that Elop is a Microsoft mole http://t.co/n4Cpu3vj #microsoft #windows',microsoft,negative
'???????@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/gyGE5SCa???????',microsoft,neutral
'???????@AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/jXhFHPTJ???????',microsoft,neutral
'V. impressed w/ Image Composite Editor from @MSFTresearch for creating panoramas from individual images. http://t.co/SO7W7spn Tx #Microsoft!',microsoft,positive
'I so wish that #SteveBallmer from #Microsoft would have to swallow his words about #Yahoo: http://t.co/XSJGIfop',microsoft,negative
'just upgraded to win 8 on my pc only for it to tell me it failed to install and they dont know what happened thats #microsoft for you!',microsoft,negative
'#Microsoft\'s Ballmer: We\'re Building Windows Server 8 Around Cloud - well I guess thats makes sense!',microsoft,neutral
'RT @Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/LwFLXASL',microsoft,neutral
'New #microsoft #WindowsLiveBook V2 Mobile Video + #GraphicsWorkstation http://t.co/LcUvLvAd',microsoft,neutral
'Apple???????? cash balance = $75.9 billion surpassing the total operating balance of the U.S. government  #rich #apple #google #microsoft  #money',microsoft,neutral
'Learned a new word &quot;BLOB&quot; regarding to #Microsoft #SharePoint moving .docs from the database to a fileserver. #vmworld #VMworld2011',microsoft,neutral
'hmm that should have read \'the milky white film of busyness\' :D #vs2010 #microsoft',microsoft,neutral
'Really hate the #Microsoft #mcp site',microsoft,negative
'RT @technabob: Using a #Touchscreen Through Your Pocket Made Possible by #Microsoft #PocketTouch: Have you??????? http://t.co/PJpFeyTF',microsoft,neutral
'???????@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT???????',microsoft,neutral
'#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/fCXdU7mA',microsoft,neutral
'#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/LwFLXASL',microsoft,neutral
'does anyone else get the \'milky white film of business\' with Visual Studio? #vs2010 #microsoft',microsoft,neutral
'RT @fran_mac_ I have been blown away by technological innovations.... #microsoft should do more #marketing!!',microsoft,positive
'Using a #Touchscreen Through Your Pocket Made Possible by #Microsoft #PocketTouch: Have you??????? http://t.co/PJpFeyTF',microsoft,neutral
'After years of failures #Microsoft is finally making money in the handheld market -- but not in the way you????????d think',microsoft,neutral
'#Microsoft #Dynamics GP soon to offer 64-bit Hyper-V images only : http://t.co/82CFFcHZ',microsoft,neutral
'Annie: has just had a look at our downloaded #Windows8 op sys.  Where #AppleMacs go #Microsoft follows!!',microsoft,neutral
'Seeking a Manager of IT for Immediate Hire in Sterling VA! Send resumes to julia.snik@rht.com for consideration! #dcjobs #cisco #microsoft',microsoft,neutral
'Ballmer: We????????re beating Google in the cloud http://t.co/YFAmguRF #ballmer #google #microsoft #cloud',microsoft,neutral
'Good luck to #CPG team RT @MindTree_PR: #MindTree Introduces mPromo #TradePromotion Solution on #Microsoft #Azure http://t.co/aTNnITtt  #CGT',microsoft,neutral
'#MindTree Introduces mPromo #TradePromotion Solution on #Microsoft #Azure http://t.co/LkjHqrnR #CPG #CGT',microsoft,neutral
'Open Virtualization Format adopted by #VMware #Microsoft and #Citrix. How come no mention for open source leader #RedHat? #vmworld #SEC1802',microsoft,neutral
'I have been blown away by technological innovations.... #microsoft should do more #marketing!!',microsoft,positive
'Database sizing #Microsoft #SharePoint 2010 #VMware #VMworld http://t.co/ZcdTjyrp',microsoft,neutral
'RT @VentureBeat: #Ballmer: ???????We????????ve picked our play??????? in #social with #Skype deal http://t.co/03IHBOgj #microsoft #xbox #in',microsoft,neutral
'Screened by RepRisk ???????? #Microsoft will undergo trial for its alleged anti-competitive practices @Microsoft',microsoft,negative
'#JaccuseDZ RT @zeggar-@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria... http://t.co/BuWiL76A',microsoft,neutral
'M10135 Microsoft Course. RRP ????1640 + VAT. Our Price = ????1148 + VAT http://t.co/vOTLSnfX #ittraining #microsoft',microsoft,neutral
'CEO Steve Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo! in 2008 http://t.co/nlCxoCUz',microsoft,neutral
'Technology 4 StartUp Britain Week: Attracting Customers With SEO and PPC http://t.co/o7tHRXPr #microsoft',microsoft,neutral
'@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria i guess',microsoft,neutral
'I have concluded having used it since March that Windows 7 Ultimate is a complete catastrophe. Mr Gates you have lost the plot #Microsoft',microsoft,negative
'#Microsoft Takes a Shot at the #Wii in Their Newest #DanceCentral 2 Ad [Video] http://t.co/A8tlwr3o #Kinect #games',microsoft,neutral
'@WonderLaura Please cld u send me steps on how to add a custom .master files through SPD 2010. i just downloaded some files from #Microsoft',microsoft,neutral
'#VisualStudio 11 Developer Preview Training Kit released: start learning - http://t.co/d6meZBZv #Microsoft',microsoft,neutral
'#Microsoft news: #SQLServer licensing will be different from december2011 | #Office365 and #Azure will be available in #Algeria in 2013',microsoft,neutral
'How to oranise and sort your emails with the categories feature in #Microsoft #Outlook - http://t.co/NSpqbzFZ',microsoft,neutral
'#Microsoft Announces New ???????Playful Learning??????? Titles - Wired News : http://t.co/nN8oietT #av',microsoft,neutral
'Ballmer Feels Lucky Microsoft Didn\'t Buy Yahoo in 2008 http://t.co/MK8pv0TN #gdapps #ballmer #microsoft #yahoo',microsoft,neutral
'@cloudnewsindia The War of #Email #Cloud Computing: #Google vs. #Microsoft http://t.co/zu9pSwSG',microsoft,neutral
'#Microsoft chief admits lucky escape from buying Yahoo! http://t.co/xOqL8Wqh',microsoft,neutral
'#Microsoft\'s Kinect brings \'playful learning\' to the Xbox 360 http://t.co/1KAi853k',microsoft,neutral
'How #Apple eclipsed #Microsoft http://t.co/dL9CRCZy',microsoft,negative
'#HEUTE - #Microsoft #Office #2010 Home &amp; Student Product Key Card [1 User] - statt 149??????? nur 8999??????? - http://t.co/3QXy2Zo4',microsoft,neutral
'RT @mattimooz: I\'m at #microsoft and been served #cake for lunch ok not just cake but its definitely involved. You live a good life @bennuk',microsoft,neutral
'@MrRobinson &quot;hard for&quot; balms &quot;to get excited over Android phones&quot; because #Microsoft isn\'t collecting enough royalties yet. #isaidit',microsoft,neutral
'???????@GeeCloud: Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummit??????? @SoftlinePastel',microsoft,neutral
'RT @tmj_cin_itdnet: Microsoft Sharepoint Consulting IT Specialist - IBM:  ( #Cincinnati  OH) http://t.co/QAU47eeq #Microsoft #Jobs #Job #TweetMyJOBS',microsoft,neutral
'RT @tmj_cin_itdnet: Microsoft Windows Presentation Foundation (WPF) Consulting IT Spe... - IBM:  ( #Cincinnati  OH) http://t.co/o70FALn2 #Microsoft #Jobs #Job',microsoft,neutral
'#HEUTE - #Microsoft #Office #2010 Home &amp; Student Product Key Card [1 User] - statt 149??????? nur 8999??????? - http://t.co/YLlITFAt',microsoft,neutral
'#microsoft #wtf #UEFI http://t.co/p4XcYl2x',microsoft,negative
'#Microsoft #Cloud Getting Physical with Virtual Servers: Q. Is it important that Windows Server and Microso... http://t.co/n8ky79pQ #TCN',microsoft,neutral
'Build once scale to many: #Microsoft allows creators to extend experiences to multiple touchpoints like xBox Windows Mobile. #ULforthewin',microsoft,neutral
'Oh how much do I loathe #microsoft??? An hour to \'configure updates\' which it is then unable to do so another 20 mins \'reverting changes\'...',microsoft,negative
'@cloudnewsindia New Version of #Cloud InTune is Available: Posted on #Windows 7 News...#Microsoft has just..http://bit.ly/pY0hlZ',microsoft,neutral
'@cloudnewsindia New Version of #Cloud InTune is Available: Posted on #Windows 7 News...#Microsoft has just released..http://bit.ly/pY0hlZ',microsoft,neutral
'#Ballmer On Not Buying #Yahoo: ???????Sometimes You????????re????Lucky??????? via @techcrunch http://t.co/MrjkOXnO #Microsoft',microsoft,neutral
'Microsoft\'s Steve Ballmer attacks Android phones http://t.co/ExByurKL #windows #android #microsoft #google',microsoft,neutral
'#Microsoft Windows Server 2008 R2 Enterprise OEM #preisvergleich http://t.co/0jWsfMQn Bewertung softline24 #test #Microsoft',microsoft,neutral
'#Microsoft announces official SQL Server driver for #Linux - http://t.co/lgTx40UM #SqlServer',microsoft,neutral
'There is a chance? #Microsoft and #Mobile http://t.co/p4ChgGwg',microsoft,neutral
'RT @akipekka: Steve Ballmer: Bunch of new Nokia Windows Phones coming next week http://t.co/8F2FVygU via @esphoneblog #wp7 #nokia #microsoft',microsoft,neutral
'#Job #ICT System Administrator Windows: GSI Consultants Zug http://t.co/96Vi7GIu #Microsoft #IT',microsoft,neutral
'Steve Ballmer: Bunch of new Nokia Windows Phones coming next week http://t.co/8F2FVygU via @esphoneblog #wp7 #nokia #microsoft',microsoft,neutral
'RT @qmatteoq: Leaving for #smau : I\'ll be at the #Microsoft stand as a trainer for the #wpdev labs. Meet me there!',microsoft,neutral
'RT @asherCFO: #Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it &amp; now glad it didn\'t. This could b deal of the year that dosent happen!',microsoft,positive
'#microsoft ???????People-Centric???????? Windows Phone 7.5 Update Released http://t.co/oImNAkVf',microsoft,neutral
'Microsoft Stores giving away free Windows Phone devices with $499 spend #microsoft #wp7 #free #msftstore http://t.co/QbYUm2Ce',microsoft,neutral
'Leaving for #smau : I\'ll be at the #Microsoft stand as a trainer for the #wpdev labs. Meet me there!',microsoft,neutral
'Just walked in the door of the #Microsoft #kenyaopendoor conference...',microsoft,neutral
'#Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it &amp; now glad it didn\'t. This could b deal of the year that dosent happen!',microsoft,positive
'A New Landscape for Retail Banking: New report from #Efma with #Microsoft http://t.co/2XNz3F9C',microsoft,neutral
'Windows 7 Roadmap = #Windows #8 Roadmap: M3 final 6.1.6801 (7) and 6.2.8102 (8). #Beta at #CES? :O #Microsoft',microsoft,neutral
'Microsoft Stores giving away free Windows Phone devices with $499 spend http://t.co/YEVwfL4N #microsoft #windows',microsoft,neutral
'Big Data and the Cloud - More Hype or a Real Workload? http://t.co/WA0bP7Mx #azure #hpc #microsoft',microsoft,neutral
'#Microsoft acquisition of #Skype has closed. http://t.co/Vbr0CPKr Will it be integrated this with #technology like #Exchange and #Outlook?',microsoft,neutral
'Novidade #Microsoft: RT @Cibereconomia: This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/yqh20Z0u',microsoft,neutral
'#Microsoft presents #Omnitouch - http://t.co/ui0aD1FJ - Very impressive and futuristic technology!',microsoft,positive
'#Infosys #Microsoft team up to offer #cloud #services - http://t.co/9dEVf9Tz',microsoft,neutral
'#Microsoft India Webcast LIVE on Cloud Management with System Center App Controller Codename ???????Concero??????? http://t.co/TSYXWdKh  #Cloud',microsoft,neutral
'#Microsoft\'s Steve Ballmer attacks #Android phones http://t.co/cuoW78du',microsoft,neutral
'RT @Energisch_: http://t.co/zBLtZ5MW German Federal #Trojan\'s got a BigBrother. #Gov spying on its people #Microsoft\'s 32bit/64bit #Windows is target',microsoft,negative
'Microsoft Excel: How To Alternate the Color Between Rows - http://t.co/x7TZk9sG #microsoft',microsoft,neutral
'RT @guardiantech: #Microsoft Kinect brings \'playful learning\' to the Xbox 360 http://t.co/ys79quRD #Gaming',microsoft,neutral
'Ever since the Mango update my phone is chewing through its battery like nobody\'s business... Coincidence or real issue? #WP7 #Microsoft',microsoft,negative
'#OmniTouch #Microsoft  http://t.co/qwk0YUrH via @youtube',microsoft,neutral
'Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing #Microsoft ????????s investments paying off',microsoft,positive
'Get #Microsoft #http://t.co/TMUrucvW certified now!! http://t.co/3Qr7XoCy',microsoft,neutral
'Early cloud #Microsoft partners can qualify for Microsoft Cloud Accelerate! http://t.co/pjkyf0gf',microsoft,neutral
'RT @MahimaKurra: @CloudNewsIndia #Microsoft Announces #Open Source based #Cloud Service http://t.co/MtK3XZ2l',microsoft,neutral
'Great now #Skype is a part of #Microsoft stack http://t.co/vZfUv9OI.',microsoft,neutral
'#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: ???????Sometimes You????????re Lucky??????? http://t.co/YgISO7xt',microsoft,neutral
'#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: ???????Sometimes You????????re Lucky??????? http://t.co/D0u2o9nZ',microsoft,neutral
'#Microsoft idea: Search the Internet like a celebrity (Todd Bishop/GeekWire) http://t.co/WhROX8KA',microsoft,neutral
'http://t.co/zBLtZ5MW German Federal #Trojan\'s got a BigBrother. #Gov spying on its people #Microsoft\'s 32bit/64bit #Windows is target',microsoft,negative
'RT @bestpantsTen: http://t.co/P4m8xvaz #iPads less desired than #Windows tablets says study #Apple #Microsoft #MS',microsoft,positive
'Stand up for your freedom to install free software: http://t.co/IH5Ir0JY #secureboot #microsoft #linux #opensource #freedom',microsoft,neutral
'@CloudNewsIndia #Microsoft Announces #Open Source based #Cloud Service http://t.co/MtK3XZ2l',microsoft,neutral
'#Microsoft #Adobe lose $13.5bn to piracy: Report http://t.co/x4yWfNSV',microsoft,negative
'#Microsoft #Adobe lose $13.5bn to piracy: Report http://t.co/wXBC1UUw',microsoft,negative
'??????? #Job #IT #Projekt #Management #Microsoft  | Projekt f????r Freelancer: Programm Manager (m/w) in Berlin ???? http://t.co/MO4jtpTL',microsoft,neutral
'thinking thinking thinking thinking #dotnet #asp #microsoft',microsoft,neutral
'#HEUTE - #Microsoft #Office #2010 Home &amp; Student Product Key Card [1 User] - statt 149??????? nur 8999??????? - http://t.co/hbKnmgdE',microsoft,neutral
'Creating #Pareto charts using #Microsoft #Excel http://t.co/B59lPyCS',microsoft,neutral
'#Microsoft Changes The Yet Known# Design of #Windows Eight http://t.co/EGa3wrr4',microsoft,neutral
'#Google sets alternative to #Microsoft http://t.co/EqAzzbcz',microsoft,neutral
'RT @DariuszPorowski: RT Me too! @rem8: On my way home from 1st day of #MTS11. Had great time with @alead @DariuszPorowski and others #mvpbuzz #microsoft',microsoft,positive
'Watch short video on #Microsoft #Lync End User Adoption. A practical solution for users http://t.co/Qpk5DHEn #ITPro #UCOMS #OCS #WhyMSFT',microsoft,neutral
'System.IO.File.Delete - You lie! You didn\'t delete my file and you didn\'t throw an exception. WTF!? #microsoft #net',microsoft,negative
'#HEUTE - #Microsoft #Office #2010 Home &amp; Student Product Key Card [1 User] - statt 149??????? nur 8999??????? - http://t.co/tdMFe0nI',microsoft,neutral
'Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon ???????Got #Microsoft???????? http://t.co/CStd8cPM #humor #foodie #microsoft',microsoft,neutral
'Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon ???????Got #Microsoft???????? http://t.co/DRvKSVF6 #humor #foodie #microsoft',microsoft,neutral
'#Kinect Makes Learning Playful with Help from Sesame Street and National Geographic http://t.co/xQXP2uWx Genius idea ;) #Microsoft',microsoft,neutral
'Windows Phone Tango and Apollo rumors suggest new screen specs #microsoft #wp7',microsoft,neutral
'Steve Ballmer #Microsoft\'s chief executive believes that #Google\'s #Android mobile phones for being too complicated. What do you...',microsoft,neutral
'#Kinect -projector makes all surfaces touchscreen #ar #touch #microsoft #xbox360 #gaming #games  http://t.co/67CMvCki',microsoft,neutral
'#mango shows #microsoft still has the taste for smartphone success http://t.co/mAOQaplH',microsoft,positive
'???????????????????? #Microsoft ???????PocketTouch???????? enables device input through fabric http://t.co/KnEFYxTW #GeekWire',microsoft,neutral
'Ballmer On Not Buying Yahoo: ???????Sometimes You????????re Lucky???????: Speaking today at Web 2.0 #Microsoft??????? http://t.co/KOt83DxF',microsoft,neutral
'This coming from a guy who is #Microsoft PC Mug pen everything RT @GiuseppePietta: @1Ngare both fail phones.windows phone 7 to the rescue',microsoft,neutral
'Wilth #Accessibility mode on in #SharePoint 2010 it seems that #Workflows sometimes do not start automatically #SP2010 #Workflow #Microsoft',microsoft,negative
'Steve Ballmer people need to be computer scientists to figure out how to use #Android phones | @Telegraph http://t.co/B5X0SDgp #Microsoft',microsoft,neutral
'Internet Explorer 9 is the biggest pile of shit ever seriously #Microsoft #IE9',microsoft,negative
'Windows Phone Tango and Apollo rumors suggest new screen specs http://t.co/8X30jQAH #microsoft #windows',microsoft,neutral
'RT @zayedbaloch: #Microsoft and #Nokia Announce suite of ???????Microsoft Apps???????? for Nokia????????s Symbian Belle Platform http://t.co/c1YryIFh #WP7 #WP75',microsoft,neutral
'#Microsoft to Require yearly #Sustainability Reporting by Vendors http://t.co/71Rm0QOT via @CaelusGreenRoom #CSR #GMIC',microsoft,neutral
'CLOUD NEWS - Infosys boosts its cloud solution with Microsoft partnership - http://t.co/RNHzqjGR - @Infosys #cloud #microsoft #azure',microsoft,neutral
'#Microsoft discontinued product named #ENSEMBLE STUDIOS on October 14 2011. Review and comment: http://t.co/eJ8a2Msm',microsoft,neutral
'#Microsoft #Cloud Windows Intune: Microsoft Offers Cloud Partners New Incentive ...: ... calendar year whi... http://t.co/ufI0YlL7 #TCN',microsoft,neutral
'RT @joaoluisc: This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/Qcih8fjg #apple #microsoft',microsoft,neutral
'#Microsoft #SCVMM #2012- Session by @virtualfat - all u need to know about the new 2012 version. #e2evc Register http://t.co/eZBtVm9Z',microsoft,neutral
'This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/Qcih8fjg #apple #microsoft',microsoft,neutral
'... and we were just told what a #microsoft minute is: it is 95 sconds + 1 second which is from 1 to 10 minutes. :)',microsoft,neutral
'#Microsoft and #Nokia Announce suite of ???????Microsoft Apps???????? for Nokia????????s Symbian Belle Platform http://t.co/c1YryIFh #WP7 #WP75',microsoft,neutral
'SeNews : Ballmer: 70\% Of The Time Google &amp; Bing Are The Same So Try Bing! #Microsoft #Bing : http://t.co/6RmJ9Bgn',microsoft,neutral
'SeNews : Microsoft extends revenue guarantees to Yahoo #Yahoo #Microsoft : http://t.co/bR3MHHVg',microsoft,neutral
'SeNews : Ballmer on not buying Yahoo: \'Sometimes you\'re lucky\' #Microsoft #Yahoo : http://t.co/E0kvSTj4',microsoft,neutral
'RT @internetbh: #Microsoft shows \'touch screen\' for any surface  http://t.co/rT9g3pUH',microsoft,neutral
'Financial Services track at partner summit 9 people in the room. And yet FS is such a lucrative channel #Microsoft #PartnerSummit',microsoft,neutral
'Find &amp; give information about software bugs &amp; help improve #Microsoft products. Apply to become a #Beta Tester http://t.co/OSWEfixz #ITPro',microsoft,neutral
'I have been seriously slacking with my #mandarin studies these past few months. Blame #Microsoft and #Cisco!! #StudyingWhilstMotivated',microsoft,negative
'#Teamfollowback -Microsoft expands Windows Phone Marketplace to India #microsoft #windowsphone #india',microsoft,neutral
'Check this video out -- Sesame Street and Nat Geo TV coming to Kinect http://t.co/iw7kjQ81 #xbox #kinect #microsoft',microsoft,neutral
'Cerulean is the most advanced ERP cloud for hosted dynamics #microsoft #dynamics - http://t.co/4J53yJwd',microsoft,neutral
'#Microsoft details Search improvements in #Windows 8 Start Screen http://t.co/f6AztiaD',microsoft,positive
'RT @Pocketlint: Ballmer on Nokia: Really looking forward to bunch of new devices next week http://t.co/xjUwssZs #wp7 #nokia #Microsoft',microsoft,neutral
'sledgehammer maybe! RT @SkandalasGP Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P',microsoft,negative
'#Microsoft announces two new Xbox 360 holiday bundles http://t.co/GgLwTSlT',microsoft,neutral
'Omni Touch Screen System: going beyond the &quot;touch screens&quot; http://t.co/aROkfnOS  #Featured #Tech&amp;Gadgets #Microsoft #Omnitouch',microsoft,neutral
'Rumor: New screen sizes specs coming to Windows Phones #windowsphone #microsoft http://t.co/kHTDQSHo',microsoft,neutral
'#Teamfollowback #Microsoft investigating Windows Phone Mango Zune freezing problems',microsoft,neutral
'Check this video out -- OmniTouch - Demo Video #Microsoft demonstrates touch screen for any surface http://t.co/NL9E08Q7',microsoft,neutral
'OmniTouch from #Microsoft makes every surface a #Touchscreen | #gadgets http://t.co/sSUrPnve',microsoft,neutral
'one more picture of the services provided in the #cloud. I am in love with #Microsoft http://t.co/Q0QLeokZ',microsoft,positive
'we are authorized test center PJ Selangor for IT #exams (#Cisco #CCNA #Microsoft #MCSE Red Hat #RHCE etc.) http://t.co/16LPfctH',microsoft,neutral
'ToWhat technological extensivity #Microsoft willProvide the #CloudComputing ? Thanks #MS for Bein aPart ofMy generation http://t.co/bsnbAhBp',microsoft,neutral
'#Microsoft anuncia SQL Server ODBC Driver para Linux! http://t.co/kDbNjYyB  #MS #Linux #Opensource #SQL #Softwarelibre',microsoft,neutral
'#Teamfollowback Microsoft Q1 2012 earnings results due on Thursday #microsoft',microsoft,neutral
'Windows Runtime and .NET: Better Together http://t.co/z7BBJ1xU #dotnet #dev #WinRT #microsoft',microsoft,positive
'#skype is ruining the friendship with your aggressive #microsoft type selling. If i need something i\'ll ask. Thank you...',microsoft,negative
'Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummit',microsoft,neutral
'Vincent Mugambi #Microsoft takes us through #WP app',microsoft,neutral
'Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/VtYbqI91',microsoft,negative
'Nice talk by @renatmin #KenyaOpenDoor #microsoft #community',microsoft,positive
'#Microsoft #Cloud Infosys kicks off its cloud drive with Microsoft partnership: Infosys has accelerated its... http://t.co/utU4mwjK #TCN',microsoft,neutral
'@joannejacobs I\'d like to criticise #Microsoft\'s Steve Ballmer face-to-face for all the pain &amp; suffering their products cause. #justsaying',microsoft,negative
